network,stations,st_lon,st_lat,st_elv,gr_cir_distance,rhypo,repi,mag,origint,Parrtime,collecttime,endtime,evlat,evlon,evdepth,channels
TA,I03D,-123.348701,43.697201,140.0,244.99530373782684,245.16424872653891,244.99530373794565,2.5,2013-05-25T16:40:50.900000Z,36.73049755196722,2013-05-25T16:41:17.630498Z,2013-05-25T16:44:17.630498Z,45.813,-122.479,9100.0,BH*
TA,I03D,-123.348701,43.697201,140.0,285.4470324710415,285.5100844920031,285.4470324712288,2.7,2013-05-21T08:03:05.900000Z,42.105556575254006,2013-05-21T08:03:38.005557Z,2013-05-21T08:06:38.005557Z,46.124,-122.164,6000.0,BH*
TA,I03D,-123.348701,43.697201,140.0,198.8039005861318,202.6317617957944,198.8039005866524,2.6,2013-05-05T10:14:46.290000Z,28.34973782036909,2013-05-05T10:15:04.639738Z,2013-05-05T10:18:04.639738Z,45.09,-124.915,39200.0,BH*
TA,I03D,-123.348701,43.697201,140.0,199.86948905403,201.5277962335216,199.869489054082,2.5,2013-04-19T14:21:33.900000Z,29.315905263386625,2013-04-19T14:21:53.215905Z,2013-04-19T14:24:53.215905Z,45.456,-122.822,25800.0,BH*
TA,I03D,-123.348701,43.697201,140.0,253.08414431050284,253.64113251177736,253.0841443114464,3.0,2013-04-19T03:24:01.190000Z,36.80799932984203,2013-04-19T03:24:27.997999Z,2013-04-19T03:27:27.997999Z,42.0175,-121.2564,16800.0,BH*
TA,I03D,-123.348701,43.697201,140.0,143.77427118730515,143.83855900117905,143.7742711876352,2.6,2013-03-25T20:55:29.790000Z,24.78678807747041,2013-03-25T20:55:44.576788Z,2013-03-25T20:58:44.576788Z,42.602,-122.407,4300.0,BH*
TA,I03D,-123.348701,43.697201,140.0,142.44950807892707,142.7462866488067,142.44950807926045,2.8,2013-03-24T19:28:13.590000Z,24.03502356621531,2013-03-24T19:28:27.625024Z,2013-03-24T19:31:27.625024Z,42.617,-122.405,9200.0,BH*
TA,I03D,-123.348701,43.697201,140.0,142.86271582364895,143.1586377855169,142.86271582398547,2.5,2013-03-24T12:28:54.400000Z,24.08613488029885,2013-03-24T12:29:08.486135Z,2013-03-24T12:32:08.486135Z,42.614,-122.402,9200.0,BH*
TA,I03D,-123.348701,43.697201,140.0,142.70142317882036,143.56248178878434,142.70142317915068,3.2,2013-03-24T11:39:04.500000Z,23.287093493176805,2013-03-24T11:39:17.787093Z,2013-03-24T11:42:17.787093Z,42.612,-122.41,15700.0,BH*
TA,I03D,-123.348701,43.697201,140.0,142.161968423086,142.47903447883678,142.16196842342032,2.6,2013-03-24T08:00:11.090000Z,23.963480015550328,2013-03-24T08:00:25.053480Z,2013-03-24T08:03:25.053480Z,42.621,-122.403,9500.0,BH*
TA,I03D,-123.348701,43.697201,140.0,258.6807692815166,258.89378207316537,258.6807692816527,3.7,2013-01-31T01:03:16.960000Z,38.2552425264236,2013-01-31T01:03:45.215243Z,2013-01-31T01:06:45.215243Z,45.9223,-122.388,10500.0,BH*
TA,I03D,-123.348701,43.697201,140.0,132.11404601570894,138.0366659796261,132.11404601620097,2.9,2013-01-25T08:58:33.790000Z,20.11343605028444,2013-01-25T08:58:43.903436Z,2013-01-25T09:01:43.903436Z,44.466,-124.607,40000.0,BH*
TA,I03D,-123.348701,43.697201,140.0,135.32384673323665,136.5422406979908,135.32384673378175,2.8,2013-01-25T04:27:41.680000Z,22.075112088950927,2013-01-25T04:27:53.755112Z,2013-01-25T04:30:53.755112Z,44.3922,-124.7353,18200.0,BH*
TA,I03D,-123.348701,43.697201,140.0,149.2433610696245,149.37208850228836,149.24336107021804,3.4,2013-01-25T03:43:05.200000Z,25.235247353433337,2013-01-25T03:43:20.435247Z,2013-01-25T03:46:20.435247Z,44.476,-124.867,6200.0,BH*
TA,I03D,-123.348701,43.697201,140.0,135.32005196595097,139.47744069994928,135.32005196646898,2.9,2013-01-25T00:41:11.590000Z,20.60654051203216,2013-01-25T00:41:22.196541Z,2013-01-25T00:44:22.196541Z,44.457,-124.669,33800.0,BH*
TA,I03D,-123.348701,43.697201,140.0,222.0852913111153,222.8297929289702,222.08529131117112,2.9,2012-12-24T00:25:25.200000Z,32.80631568239353,2012-12-24T00:25:48.006316Z,2012-12-24T00:28:48.006316Z,45.652,-122.766,18200.0,BH*
TA,I03D,-123.348701,43.697201,140.0,172.6365134581748,172.63651345884634,172.63651345884634,2.8,2012-11-14T00:49:54.200000Z,28.873108986194136,2012-11-14T00:50:13.073109Z,2012-11-14T00:53:13.073109Z,44.037,-121.253,0.0,BH*
TA,I03D,-123.348701,43.697201,140.0,292.2908817638604,292.2933450532157,292.2908817640369,2.6,2012-11-13T19:52:00.400000Z,43.52825734789695,2012-11-13T19:52:33.928257Z,2012-11-13T19:55:33.928257Z,46.194,-122.184,1200.0,BH*
TA,I03D,-123.348701,43.697201,140.0,160.74436080860437,165.40782790370562,160.74436080877578,2.9,2012-11-03T23:54:43.590000Z,23.645621317842924,2012-11-03T23:54:57.235621Z,2012-11-03T23:57:57.235621Z,45.025,-124.149,39000.0,BH*
TA,I03D,-123.348701,43.697201,140.0,298.10327476630897,298.251441616823,298.10327476650303,2.6,2012-09-28T13:46:00.790000Z,43.26274511620128,2012-09-28T13:46:34.052745Z,2012-09-28T13:49:34.052745Z,46.232,-122.112,9400.0,BH*
TA,I03D,-123.348701,43.697201,140.0,91.48229946449034,95.70068503091856,91.48229946490784,2.6,2012-09-22T20:15:31.590000Z,15.685488977746964,2012-09-22T20:15:37.275489Z,2012-09-22T20:18:37.275489Z,43.363,-124.383,28100.0,BH*
TA,I03D,-123.348701,43.697201,140.0,169.34442125295718,169.3643793999718,169.3444212530711,3.5,2012-09-08T04:57:43.140000Z,28.1536812208686,2012-09-08T04:58:01.293681Z,2012-09-08T05:01:01.293681Z,45.1408,-122.6672,2600.0,BH*
TA,I03D,-123.348701,43.697201,140.0,163.83290327154555,163.83293379106132,163.83290327216412,2.5,2012-09-01T17:30:36.070000Z,27.772162046151895,2012-09-01T17:30:53.842162Z,2012-09-01T17:33:53.842162Z,43.778,-121.318,100.0,BH*
TA,I03D,-123.348701,43.697201,140.0,171.999825961875,172.37061852608693,171.99982596231249,2.5,2012-07-03T04:11:30.400000Z,27.43835909554269,2012-07-03T04:11:47.838359Z,2012-07-03T04:14:47.838359Z,42.411,-124.524,11300.0,BH*
TA,I03D,-123.348701,43.697201,140.0,222.7608729512421,222.9346238654041,222.76087295126405,3.0,2012-06-05T20:35:34.480000Z,34.01645071632922,2012-06-05T20:35:58.496451Z,2012-06-05T20:38:58.496451Z,45.681,-122.945,8800.0,BH*
TA,I03D,-123.348701,43.697201,140.0,129.74846885416946,130.93672200760076,129.748468854533,2.9,2012-04-18T15:21:00.000000Z,21.45734828984676,2012-04-18T15:21:11.457348Z,2012-04-18T15:24:11.457348Z,44.596,-124.384,17600.0,BH*
TA,I03D,-123.348701,43.697201,140.0,120.7382303775642,121.15164165133824,120.73823037801355,3.1,2012-03-20T09:28:36.620000Z,20.86385507998955,2012-03-20T09:28:47.483855Z,2012-03-20T09:31:47.483855Z,44.4067,-124.4899,10000.0,BH*
TA,I03D,-123.348701,43.697201,140.0,114.30395219630697,118.04932650292514,114.30395219673824,3.2,2012-03-20T08:43:47.350000Z,18.39677819935553,2012-03-20T08:43:55.746778Z,2012-03-20T08:46:55.746778Z,44.361,-124.438,29500.0,BH*
TA,I03D,-123.348701,43.697201,140.0,114.3963985888163,117.33603883799158,114.39639858925048,3.3,2012-03-12T11:37:21.950000Z,18.716766701602744,2012-03-12T11:37:30.666767Z,2012-03-12T11:40:30.666767Z,44.3558,-124.4455,26100.0,BH*
TA,I03D,-123.348701,43.697201,140.0,151.75977112925898,153.40400299014837,151.759771129906,3.4,2012-02-26T10:15:11.500000Z,23.67439355772285,2012-02-26T10:15:25.174394Z,2012-02-26T10:18:25.174394Z,42.817,-124.778,22400.0,BH*
TA,I03D,-123.348701,43.697201,140.0,249.47368829727532,249.95473820891488,249.47368829815932,2.5,2012-02-05T17:27:51.750000Z,36.51718658779591,2012-02-05T17:28:18.267187Z,2012-02-05T17:31:18.267187Z,45.129,-120.9358,15500.0,BH*
TA,I03D,-123.348701,43.697201,140.0,306.6514483190821,306.7864416109064,306.6514483192311,3.5,2012-01-25T10:51:30.790000Z,44.35591827730556,2012-01-25T10:52:05.145918Z,2012-01-25T10:55:05.145918Z,46.342,-122.239,9100.0,BH*
TA,I03D,-123.348701,43.697201,140.0,312.1354625541145,312.2139442496989,312.1354625542476,3.0,2012-01-23T03:07:30.510000Z,45.28608406916495,2012-01-23T03:08:05.796084Z,2012-01-23T03:11:05.796084Z,46.401,-122.2757,7000.0,BH*
TA,I03D,-123.348701,43.697201,140.0,197.52665947006508,199.0279909998168,197.526659470116,3.0,2011-11-11T22:46:21.800000Z,29.153286875677367,2011-11-11T22:46:40.953287Z,2011-11-11T22:49:40.953287Z,45.4347,-122.8238,24400.0,BH*
TA,I03D,-123.348701,43.697201,140.0,260.8480218456669,261.40791973629763,260.84802184578405,2.6,2011-10-19T19:51:07.750000Z,37.73231847626791,2011-10-19T19:51:35.482318Z,2011-10-19T19:54:35.482318Z,45.9552,-122.4475,17100.0,BH*
TA,I03D,-123.348701,43.697201,140.0,248.86010116754,249.7361807058771,248.86010116842456,2.7,2011-10-18T12:25:30.850000Z,35.820495935387115,2011-10-18T12:25:56.670496Z,2011-10-18T12:28:56.670496Z,45.123,-120.939,20900.0,BH*
TA,I03D,-123.348701,43.697201,140.0,178.73505359492503,179.6093243225533,178.73505359499055,2.5,2011-10-03T00:52:11.830000Z,27.50456207514526,2011-10-03T00:52:29.334562Z,2011-10-03T00:55:29.334562Z,45.2577,-123.8933,17700.0,BH*
TA,I03D,-123.348701,43.697201,140.0,239.952530318781,240.4526290278909,239.95253031886236,2.7,2011-09-16T17:21:17.680000Z,35.33959628745728,2011-09-16T17:21:43.019596Z,2011-09-16T17:24:43.019596Z,45.7937,-122.6233,15500.0,BH*
TA,I03D,-123.348701,43.697201,140.0,142.71885826861487,142.99609262351487,142.71885826895075,2.8,2011-08-06T00:05:20.160000Z,24.10431899879052,2011-08-06T00:05:34.264319Z,2011-08-06T00:08:34.264319Z,42.616,-122.401,8900.0,BH*
TA,I03D,-123.348701,43.697201,140.0,204.35260758048324,204.4436309234856,204.35260758105923,2.7,2011-06-22T10:54:56.990000Z,32.06370484152551,2011-06-22T10:55:19.053705Z,2011-06-22T10:58:19.053705Z,42.203,-121.888,6100.0,BH*
TA,I03D,-123.348701,43.697201,140.0,164.5119490136043,166.44600135855876,164.51194901360006,2.8,2011-04-28T10:08:00.730000Z,24.98823469471166,2011-04-28T10:08:15.718235Z,2011-04-28T10:11:15.718235Z,45.1773,-123.3955,25300.0,BH*
TA,I03D,-123.348701,43.697201,140.0,178.84064134882672,179.70457700927443,178.84064134888982,2.8,2011-03-20T18:02:53.790000Z,27.529598104112942,2011-03-20T18:03:11.319598Z,2011-03-20T18:06:11.319598Z,45.2598,-123.887,17600.0,BH*
TA,I03D,-123.348701,43.697201,140.0,286.1569490650017,286.2307626694372,286.15694906524226,2.7,2011-03-16T10:37:25.380000Z,42.13336234950718,2011-03-16T10:37:57.513362Z,2011-03-16T10:40:57.513362Z,46.092,-122.017,6500.0,BH*
TA,I03D,-123.348701,43.697201,140.0,223.3738806287083,223.4192036225624,223.37388062918183,2.9,2011-03-02T12:12:09.010000Z,34.608208415542805,2011-03-02T12:12:33.618208Z,2011-03-02T12:15:33.618208Z,45.3557,-121.7607,4500.0,BH*
TA,I03D,-123.348701,43.697201,140.0,300.4975148213458,300.5635480458342,300.49751482150475,2.8,2011-02-17T10:55:04.590000Z,43.93076603927383,2011-02-17T10:55:38.520766Z,2011-02-17T10:58:38.520766Z,46.2787,-122.2145,6300.0,BH*
TA,I03D,-123.348701,43.697201,140.0,300.47439910428733,300.5111553955643,300.4743991044445,2.5,2011-02-15T05:09:32.390000Z,44.119938729532585,2011-02-15T05:10:06.509939Z,2011-02-15T05:13:06.509939Z,46.2793,-122.2182,4700.0,BH*
TA,I03D,-123.348701,43.697201,140.0,301.1295707252618,301.177984529541,301.1295707254212,2.8,2011-02-14T19:35:08.000000Z,44.11694655290441,2011-02-14T19:35:42.116947Z,2011-02-14T19:38:42.116947Z,46.285,-122.216,5400.0,BH*
TA,I03D,-123.348701,43.697201,140.0,300.7644080516036,300.7995830295124,300.76440805176486,3.6,2011-02-14T18:37:45.380000Z,44.16780907255357,2011-02-14T18:38:19.547809Z,2011-02-14T18:41:19.547809Z,46.28,-122.209,4600.0,BH*
TA,I03D,-123.348701,43.697201,140.0,302.19473219561485,302.26462936783764,302.19473219577515,3.8,2011-02-14T18:35:25.580000Z,44.116667973217226,2011-02-14T18:35:59.696668Z,2011-02-14T18:38:59.696668Z,46.2934,-122.2085,6500.0,BH*
TA,I03D,-123.348701,43.697201,140.0,168.95209990967297,170.77711223672543,168.95209990975286,2.5,2011-01-27T01:34:47.890000Z,25.57375848371101,2011-01-27T01:35:03.463758Z,2011-01-27T01:38:03.463758Z,45.1595,-122.7675,24900.0,BH*
TA,I03D,-123.348701,43.697201,140.0,354.2337485023386,354.71130314474715,354.2337485032231,2.5,2011-01-12T02:59:48.700000Z,49.12532264811584,2011-01-12T03:00:27.825323Z,2011-01-12T03:03:27.825323Z,46.1473,-120.4777,18400.0,BH*
TA,I03D,-123.348701,43.697201,140.0,254.838637618964,255.250820221888,254.8386376198605,3.6,2010-12-30T09:17:45.680000Z,37.300555787464624,2010-12-30T09:18:12.980556Z,2010-12-30T09:21:12.980556Z,45.1713,-120.8964,14500.0,BH*
TA,I03D,-123.348701,43.697201,140.0,61.30382451508032,62.50599091428506,61.30382451508785,2.5,2010-12-07T16:18:39.340000Z,10.766925064711568,2010-12-07T16:18:40.106925Z,2010-12-07T16:21:40.106925Z,44.2423,-123.2306,12200.0,BH*
TA,I03D,-123.348701,43.697201,140.0,331.67741544647663,331.6834453473209,331.6774154468001,2.9,2010-10-27T01:15:10.730000Z,48.303082787851785,2010-10-27T01:15:49.033083Z,2010-10-27T01:18:49.033083Z,46.4337,-121.6672,2000.0,BH*
TA,I03D,-123.348701,43.697201,140.0,308.4013329017617,308.6465164807008,308.4013329019048,2.8,2010-08-17T19:39:07.430000Z,44.188605383810994,2010-08-17T19:39:41.618605Z,2010-08-17T19:42:41.618605Z,46.361,-122.2512,12300.0,BH*
TA,I03D,-123.348701,43.697201,140.0,338.41956174689227,338.435650860666,338.4195617476664,2.5,2010-07-06T11:52:51.410000Z,48.98068667859675,2010-07-06T11:53:30.390687Z,2010-07-06T11:56:30.390687Z,46.117,-120.7462,3300.0,BH*
TA,I03D,-123.348701,43.697201,140.0,154.63823362452885,157.559586501704,154.6382336247667,3.7,2010-07-03T22:25:19.660000Z,23.32229127998408,2010-07-03T22:25:32.982291Z,2010-07-03T22:28:32.982291Z,42.4435,-124.1737,30200.0,BH*
TA,I03D,-123.348701,43.697201,140.0,340.919137762574,340.9209123730997,340.91913776335105,3.8,2010-06-17T14:23:23.780000Z,49.554005249564256,2010-06-17T14:24:03.334005Z,2010-06-17T14:27:03.334005Z,46.1361,-120.7288,1100.0,BH*
TA,I03D,-123.348701,43.697201,140.0,224.15639117818725,224.21903957122368,224.15639117866337,3.2,2010-05-14T19:03:04.090000Z,34.608976996938495,2010-05-14T19:03:28.698977Z,2010-05-14T19:06:28.698977Z,45.36,-121.752,5300.0,BH*
TA,I03D,-123.348701,43.697201,140.0,223.7709456552111,223.8435304395465,223.7709456556865,2.8,2010-05-14T17:09:42.210000Z,34.51329968840647,2010-05-14T17:10:06.723300Z,2010-05-14T17:13:06.723300Z,45.357,-121.7545,5700.0,BH*
TA,I03D,-123.348701,43.697201,140.0,272.9642816447555,273.3491339914709,272.9642816448465,2.5,2010-05-13T13:33:45.090000Z,39.54237535279732,2010-05-13T13:34:14.632375Z,2010-05-13T13:37:14.632375Z,46.082,-122.521,14500.0,BH*
TA,I03D,-123.348701,43.697201,140.0,223.67879503420144,223.764705322724,223.678795034678,2.5,2010-05-12T03:02:50.690000Z,34.44190223861969,2010-05-12T03:03:15.131902Z,2010-05-12T03:06:15.131902Z,45.3545,-121.7515,6200.0,BH*
TA,I03D,-123.348701,43.697201,140.0,223.90583320568848,223.9783742769496,223.9058332061613,3.0,2010-04-21T12:42:00.230000Z,34.529983269742694,2010-04-21T12:42:24.759983Z,2010-04-21T12:45:24.759983Z,45.3608,-121.7592,5700.0,BH*
TA,I03D,-123.348701,43.697201,140.0,250.71279837149504,251.3438824950985,250.71279837238043,2.8,2010-01-02T16:36:45.370000Z,36.39493203935752,2010-01-02T16:37:11.764932Z,2010-01-02T16:40:11.764932Z,45.1429,-120.9314,17800.0,BH*
TA,I04A,-122.411301,43.794102,731.0,189.4744748099924,191.33948652730768,189.47447481002223,3.03,2016-07-17T01:16:43.880000Z,27.95318749259058,2016-07-17T01:17:01.833187Z,2016-07-17T01:20:01.833187Z,45.474833,-122.813333,26650.0,BH*
TA,I04A,-122.411301,43.794102,731.0,229.97662212172176,230.939800863678,229.97662212267417,2.89,2016-06-27T22:04:28.370000Z,33.4694945636879,2016-06-27T22:04:51.839495Z,2016-06-27T22:07:51.839495Z,42.394,-124.492167,21070.0,BH*
TA,I04A,-122.411301,43.794102,731.0,178.63593939811483,178.66550127175626,178.63593939822954,2.5,2016-05-18T07:38:54.750000Z,29.224921343299428,2016-05-18T07:39:13.974921Z,2016-05-18T07:42:13.974921Z,45.3195,-121.701667,3250.0,BH*
TA,I04A,-122.411301,43.794102,731.0,271.78636105467154,271.8400008385239,271.78636105568046,2.53,2016-04-08T11:23:23.330000Z,40.48797920341893,2016-04-08T11:23:53.817979Z,2016-04-08T11:26:53.817979Z,41.989333,-120.1645,5400.0,BH*
TA,I04A,-122.411301,43.794102,731.0,258.8713119457417,258.9349189845014,258.87131194574323,2.85,2016-02-08T16:50:07.960000Z,38.84993403307223,2016-02-08T16:50:36.809934Z,2016-02-08T16:53:36.809934Z,46.116833,-122.162667,5739.0,BH*
TA,I04A,-122.411301,43.794102,731.0,211.51559573955765,212.6916644748146,211.51559573957448,2.77,2015-11-12T16:16:30.550000Z,31.07107037730733,2015-11-12T16:16:51.621070Z,2015-11-12T16:19:51.621070Z,45.681667,-122.754833,22336.0,BH*
TA,I04A,-122.411301,43.794102,731.0,195.11002604216483,195.1100275185548,195.1100260424646,2.72,2015-10-29T22:38:02.820000Z,31.649972052079995,2015-10-29T22:38:24.469972Z,2015-10-29T22:41:24.469972Z,42.211667,-121.373167,24.0,BH*
TA,I04A,-122.411301,43.794102,731.0,299.29156972375245,300.0557390031124,299.291569723746,3.24,2015-10-29T04:35:40.830000Z,42.01202754655017,2015-10-29T04:36:12.842028Z,2015-10-29T04:39:12.842028Z,46.486167,-122.308,21401.0,BH*
TA,I04A,-122.411301,43.794102,731.0,62.62548170031113,63.06894730555551,62.62548170059004,2.97,2015-10-26T06:11:01.260000Z,10.8676286887745,2015-10-26T06:11:02.127629Z,2015-10-26T06:14:02.127629Z,43.529167,-121.726,7466.0,BH*
TA,I04A,-122.411301,43.794102,731.0,272.11314173276867,272.2499564815884,272.1131417337773,3.52,2015-09-08T08:13:42.940000Z,40.14085692985847,2015-09-08T08:14:13.080857Z,2015-09-08T08:17:13.080857Z,41.986833,-120.162333,8630.0,BH*
TA,I04A,-122.411301,43.794102,731.0,272.7109603691006,272.7982366255154,272.71096037011546,2.8,2015-07-28T20:12:11.330000Z,40.42233785406192,2015-07-28T20:12:41.752338Z,2015-07-28T20:15:41.752338Z,41.9857,-120.1532,6900.0,BH*
TA,I04A,-122.411301,43.794102,731.0,47.18471761835767,48.15140264561022,47.1847176185222,4.1,2015-07-04T15:42:18.480000Z,8.295939398850285,2015-07-04T15:42:16.775939Z,2015-07-04T15:45:16.775939Z,44.0896,-122.8334,9600.0,BH*
TA,I04A,-122.411301,43.794102,731.0,204.4632711886626,209.46474468333676,204.463271188875,2.9,2015-06-25T13:24:48.430000Z,29.0736759767051,2015-06-25T13:25:07.503676Z,2015-06-25T13:28:07.503676Z,45.4812,-123.4398,45500.0,BH*
TA,I04A,-122.411301,43.794102,731.0,294.7704894389568,295.0749081916496,294.77048943934403,2.9,2015-06-18T17:47:31.360000Z,42.37096048685098,2015-06-18T17:48:03.730960Z,2015-06-18T17:51:03.730960Z,46.1521,-120.6996,13400.0,BH*
TA,I04A,-122.411301,43.794102,731.0,181.080822590611,181.7863149695424,181.08082259092396,2.7,2015-05-15T22:42:43.610000Z,27.9983265732814,2015-05-15T22:43:01.608327Z,2015-05-15T22:46:01.608327Z,45.1999,-121.2597,16000.0,BH*
TA,I04A,-122.411301,43.794102,731.0,216.5536457200276,217.333939997983,216.55364572097807,2.5,2015-04-18T13:50:08.700000Z,32.098189164155386,2015-04-18T13:50:30.798189Z,2015-04-18T13:53:30.798189Z,42.5643,-124.478,18400.0,BH*
TA,I04A,-122.411301,43.794102,731.0,214.3584441930118,215.33646369634045,214.35844419393732,2.5,2015-04-18T13:49:51.720000Z,31.58962542458896,2015-04-18T13:50:13.309625Z,2015-04-18T13:53:13.309625Z,42.5541,-124.4313,20500.0,BH*
TA,I04A,-122.411301,43.794102,731.0,283.61718198426405,284.20695965562334,283.61718198426047,2.6,2015-04-15T10:14:48.270000Z,40.40450641051363,2015-04-15T10:15:18.674506Z,2015-04-15T10:18:18.674506Z,46.3432,-122.2381,18300.0,BH*
TA,I04A,-122.411301,43.794102,731.0,207.538867504121,208.49074685678477,207.5388675041374,2.6,2014-12-29T16:31:17.220000Z,30.80359701123005,2014-12-29T16:31:38.023597Z,2014-12-29T16:34:38.023597Z,45.6453,-122.7577,19900.0,BH*
TA,I04A,-122.411301,43.794102,731.0,158.38438745460593,159.8776225413833,158.38438745496674,3.1,2014-12-19T14:01:07.370000Z,24.548335518048997,2014-12-19T14:01:21.918336Z,2014-12-19T14:04:21.918336Z,44.9546,-123.5652,21800.0,BH*
TA,I04A,-122.411301,43.794102,731.0,221.0009518968419,221.0796931862608,221.0009518968894,2.7,2014-11-19T17:28:39.850000Z,34.146691762519524,2014-11-19T17:29:03.996692Z,2014-11-19T17:32:03.996692Z,45.7447,-121.8672,5900.0,BH*
TA,I04A,-122.411301,43.794102,731.0,58.30484723312573,59.608851783106346,58.30484723331621,2.6,2014-11-12T11:50:43.190000Z,10.267780683850289,2014-11-12T11:50:43.457781Z,2014-11-12T11:53:43.457781Z,44.1734,-122.9135,12400.0,BH*
TA,I04A,-122.411301,43.794102,731.0,284.24541036049743,285.05736845716086,284.2454103617534,3.1,2014-11-05T07:14:48.710000Z,40.14220061637901,2014-11-05T07:15:18.852201Z,2014-11-05T07:18:18.852201Z,42.1352,-119.7584,21500.0,BH*
TA,I04A,-122.411301,43.794102,731.0,150.49115739613302,151.57571855173694,150.49115739629144,2.5,2014-10-31T16:27:41.050000Z,23.963173961003346,2014-10-31T16:27:55.013174Z,2014-10-31T16:30:55.013174Z,45.0373,-123.1609,18100.0,BH*
TA,I04A,-122.411301,43.794102,731.0,175.18699576379692,175.47217296479735,175.18699576449092,3.1,2014-10-27T07:41:40.440000Z,27.98844978649046,2014-10-27T07:41:58.428450Z,2014-10-27T07:44:58.428450Z,44.3208,-124.4721,10000.0,BH*
TA,I04A,-122.411301,43.794102,731.0,150.30439043075572,153.0387198808313,150.30439043076404,2.7,2014-09-24T15:17:32.400000Z,22.913223014481744,2014-09-24T15:17:45.313223Z,2014-09-24T15:20:45.313223Z,45.1385,-122.6192,28800.0,BH*
TA,I04A,-122.411301,43.794102,731.0,159.8368097235603,170.76245413668332,159.83680972411477,2.8,2014-09-24T11:59:40.160000Z,23.824223316184177,2014-09-24T11:59:53.984223Z,2014-09-24T12:02:53.984223Z,44.7597,-123.8954,60100.0,BH*
TA,I04A,-122.411301,43.794102,731.0,281.8013741304684,282.19501140490775,281.80137413046094,3.0,2014-09-16T12:43:41.400000Z,40.58724492299407,2014-09-16T12:44:11.987245Z,2014-09-16T12:47:11.987245Z,46.3297,-122.3772,14900.0,BH*
TA,I04A,-122.411301,43.794102,731.0,182.77409850696597,183.081214451591,182.7740985070627,2.5,2014-09-04T08:52:01.570000Z,28.854946705254807,2014-09-04T08:52:20.424947Z,2014-09-04T08:55:20.424947Z,45.3693,-121.7489,10600.0,BH*
TA,I04A,-122.411301,43.794102,731.0,267.5266403768457,267.52850934306446,267.52664037684565,2.5,2014-08-03T14:26:14.800000Z,40.48938138895732,2014-08-03T14:26:45.289381Z,2014-08-03T14:29:45.289381Z,46.196,-122.1842,1000.0,BH*
TA,I04A,-122.411301,43.794102,731.0,74.11478321451445,74.27005514325131,74.11478321483231,2.6,2014-07-21T18:50:15.620000Z,12.800305144599184,2014-07-21T18:50:18.420305Z,2014-07-21T18:53:18.420305Z,43.5802,-121.5406,4800.0,BH*
TA,I04A,-122.411301,43.794102,731.0,192.53336265135565,192.7298257508573,192.53336265166047,2.5,2014-07-15T21:44:01.960000Z,30.289902383768126,2014-07-15T21:44:22.249902Z,2014-07-15T21:47:22.249902Z,42.2374,-121.3731,8700.0,BH*
TA,I04A,-122.411301,43.794102,731.0,55.10462519981357,56.71049037378495,55.10462520002432,2.5,2014-05-27T21:00:27.920000Z,9.767928584709775,2014-05-27T21:00:27.687929Z,2014-05-27T21:03:27.687929Z,43.737,-123.0911,13400.0,BH*
TA,I04A,-122.411301,43.794102,731.0,217.73565165060612,219.6320878193919,217.73565165104463,2.6,2014-04-27T14:44:16.060000Z,31.253354119152394,2014-04-27T14:44:37.313354Z,2014-04-27T14:47:37.313354Z,42.0876,-123.7236,28800.0,BH*
TA,I04A,-122.411301,43.794102,731.0,181.1371437196937,181.42975179100105,181.1371437197359,3.4,2014-04-07T03:33:11.360000Z,28.688445641929604,2014-04-07T03:33:30.048446Z,2014-04-07T03:36:30.048446Z,45.3911,-122.8684,10300.0,BH*
TA,I04A,-122.411301,43.794102,731.0,246.14252655748768,246.81447157753743,246.14252655747856,2.7,2014-02-21T09:02:22.500000Z,35.781766816690805,2014-02-21T09:02:48.281767Z,2014-02-21T09:05:48.281767Z,41.5787,-122.3565,18200.0,BH*
TA,I04A,-122.411301,43.794102,731.0,240.11016807423127,240.77645817779904,240.11016807425173,2.9,2014-01-26T17:31:32.720000Z,35.07160454518343,2014-01-26T17:31:57.791605Z,2014-01-26T17:34:57.791605Z,45.9349,-122.8222,17900.0,BH*
TA,I04A,-122.411301,43.794102,731.0,280.3900245313167,280.49300500488266,280.39002453131087,2.7,2014-01-25T16:58:24.990000Z,41.28811788871468,2014-01-25T16:58:56.278118Z,2014-01-25T17:01:56.278118Z,46.3158,-122.2962,7600.0,BH*
TA,I04A,-122.411301,43.794102,731.0,184.33907055275512,184.36513480726856,184.3390705534296,3.9,2014-01-24T13:53:28.520000Z,29.94834780243772,2014-01-24T13:53:48.468348Z,2014-01-24T13:56:48.468348Z,42.5856,-123.9653,3100.0,BH*
TA,I04A,-122.411301,43.794102,731.0,164.73456995478202,165.23110644921724,164.73456995552743,2.6,2013-12-25T02:28:59.540000Z,26.35991009478456,2013-12-25T02:29:15.899910Z,2013-12-25T02:32:15.899910Z,43.2388,-120.5221,12800.0,BH*
TA,I04A,-122.411301,43.794102,731.0,166.2414869979048,166.74900899113538,166.24148699866032,2.7,2013-12-25T02:07:10.090000Z,26.522330696258265,2013-12-25T02:07:26.612331Z,2013-12-25T02:10:26.612331Z,43.2271,-120.5087,13000.0,BH*
TA,I04A,-122.411301,43.794102,731.0,281.1780888390537,281.237902216573,281.17808883904644,2.7,2013-11-18T15:26:17.140000Z,41.6015649407301,2013-11-18T15:26:48.741565Z,2013-11-18T15:29:48.741565Z,46.3242,-122.4024,5800.0,BH*
